task,model,arm,row,group,raw,GROUNDING,BIOLOGY,COHERENCE,SPECIFICITY,NO_FABRICATION,CLINICAL_USE,MEAN
T1_atn,qwen7b,genuine,167,309335477,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,169,309335487,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,116,309335479,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,88,309335451,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,135,326765662,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,2.0,3.0,2.0,2.5
T1_atn,qwen7b,genuine,151,326765658,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,77,467056406,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,4.0,3.0,2.0,4.0,2.0,3.0
T1_atn,qwen7b,shuffled,332,309335471,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,324,467056406,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,349,326765682,SCORES: GROUNDING=2 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,4.0,3.0,2.0,4.0,3.0,3.0
T1_atn,qwen7b,shuffled,3,326765668,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,3.0,4.0,3.0,2.0,3.0,3.0,3.0
T1_atn,qwen7b,shuffled,140,326765669,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665
T1_atn,qwen7b,genuine,288,309335471,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,105,326765659,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,247,309335489,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665
T1_atn,qwen7b,shuffled,219,326765673,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,177,309335495,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,12,326765676,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,300,309335469,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,311,326765678,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,211,309335463,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,306,326765686,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,92,309335491,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,6,326765677,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,292,309335440,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=3 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,3.0,0.0,3.0,2.0,1.8333333333333333
T1_atn,qwen7b,shuffled,279,326765656,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,140,326765669,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,242,467056409,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,shuffled,237,326765649,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,241,309335444,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,288,309335471,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,50,309335447,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,2,309335493,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,4.0,3.0,2.0,4.0,2.0,3.0
T1_atn,qwen7b,shuffled,222,309335444,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,77,467056406,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,50,309335447,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,272,326765648,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,shuffled,309,309335474,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,99,309335485,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,195,309335445,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,52,326765669,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,2.0,0.0,3.0,2.0,1.6666666666666667
T1_atn,qwen7b,genuine,89,309335461,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,314,309335443,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,339,309335486,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,84,309335459,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=1,0.0,3.0,2.0,0.0,3.0,1.0,1.5
T1_atn,qwen7b,genuine,363,309335491,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,98,309335445,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,145,309335497,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,2,309335493,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,174,467056406,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=1 CLINICAL_USE=1,0.0,3.0,2.0,0.0,1.0,1.0,1.1666666666666667
T1_atn,qwen7b,shuffled,177,309335495,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=1 CLINICAL_USE=2,0.0,3.0,2.0,0.0,1.0,2.0,1.3333333333333333
T1_atn,qwen7b,shuffled,1,309335480,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,2.0,0.0,3.0,2.0,1.6666666666666667
T1_atn,qwen7b,genuine,318,326765674,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,shuffled,85,309335469,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,46,326765681,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,176,309335487,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,204,309335450,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,158,467056406,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,353,326765685,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,222,309335444,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,61,309335469,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,192,309335458,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,145,309335497,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,337,326765687,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,genuine,292,309335440,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,215,326765656,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,348,309335443,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,349,326765682,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=1,0.0,3.0,2.0,0.0,3.0,1.0,1.5
T1_atn,qwen7b,genuine,347,326765685,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,240,326765660,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,8,309335479,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,genuine,252,326765676,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,147,326765651,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,314,309335443,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,281,309335495,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,362,309335489,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,148,309335461,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,56,309335445,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,124,309335441,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,313,309335460,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,127,326765663,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,60,326765674,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,169,309335487,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,genuine,98,309335445,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,70,309335459,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,126,309335456,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,160,309335446,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,167,309335477,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,240,326765660,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,91,309335488,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,9,309335497,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,3,326765668,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,263,309335487,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,346,309335438,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,22,467056397,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,0,309335467,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,228,309335485,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,280,309335455,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,234,309335490,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,348,309335443,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,366,326765675,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
